X'[mm], Z'[mm], Smoothed_Strain[um/m]
0.000000, 0.850000, -21.409763
0.000000, 1.100000, -231.689502
0.000000, 1.350000, -337.141074
0.000000, 1.600000, -338.773134
0.000000, 1.850000, -268.386793
0.000000, 2.100000, -175.752714
0.000000, 2.350000, -108.837576
0.000000, 2.600000, -95.742916
0.000000, 2.850000, -136.161944
0.000000, 3.350000, -268.317692
0.000000, 3.850000, -272.461106
0.000000, 4.350000, -114.161715
0.000000, 4.850000, 67.018235
0.000000, 5.350000, 167.149503
0.000000, 5.850000, 157.204302
0.000000, 6.350000, 39.289848
0.000000, 6.850000, -131.742378
0.000000, 7.350000, -259.349671
0.000000, 7.850000, -279.674395
0.000000, 8.350000, -203.406221
0.000000, 8.850000, -109.981404
0.000000, 9.350000, -89.769779
0.000000, 9.850000, -133.149812
0.000000, 10.350000, -116.490175
0.000000, 10.850000, 20.649484
0.000000, 11.350000, 143.924964
0.000000, 11.850000, 87.212874
0.000000, 12.350000, -104.996322
0.000000, 12.850000, -244.724392
0.000000, 13.350000, -263.453494
0.000000, 13.850000, -242.899945
0.000000, 14.350000, -237.536433
0.000000, 14.850000, -243.401577
0.000000, 15.350000, -283.948390
0.000000, 15.850000, -358.038255
0.000000, 16.350000, -374.215093
0.000000, 16.850000, -283.497363
0.000000, 17.350000, -180.973492
0.000000, 17.850000, -154.731504
0.000000, 18.350000, -157.321353
0.000000, 18.850000, -125.142389
0.000000, 19.350000, -93.014789
0.000000, 19.850000, -103.507450
0.000000, 20.350000, -115.340445
0.000000, 20.850000, -88.112106
0.000000, 21.350000, -79.213064
0.000000, 21.850000, -161.264704
0.000000, 22.350000, -278.963786
0.000000, 22.850000, -284.492910
0.000000, 23.350000, -126.796249
0.000000, 23.650000, -2.659573
0.000000, 23.900000, 81.497633
0.000000, 24.150000, 130.018868
0.000000, 24.400000, 138.736471
0.000000, 24.650000, 116.593796
0.000000, 24.900000, 81.935827
0.100000, 0.850000, -24.866812
0.100000, 1.100000, -276.507940
0.100000, 1.350000, -421.969125
0.100000, 1.600000, -456.739710
0.100000, 1.850000, -408.745936
0.100000, 2.100000, -326.406485
0.100000, 2.350000, -258.952641
0.100000, 2.600000, -237.707484
0.100000, 2.850000, -266.431612
0.100000, 3.350000, -378.534899
0.100000, 3.850000, -377.740573
0.100000, 4.350000, -226.386535
0.100000, 4.850000, -54.444981
0.100000, 5.350000, 39.705901
0.100000, 5.850000, 27.948685
0.100000, 6.350000, -87.650561
0.100000, 6.850000, -254.086150
0.100000, 7.350000, -380.427847
0.100000, 7.850000, -406.079244
0.100000, 8.350000, -336.305002
0.100000, 8.850000, -243.419051
0.100000, 9.350000, -220.254377
0.100000, 9.850000, -267.296241
0.100000, 10.350000, -266.729110
0.100000, 10.850000, -153.037911
0.100000, 11.350000, -48.295296
0.100000, 11.850000, -107.870451
0.100000, 12.350000, -285.878764
0.100000, 12.850000, -403.963905
0.100000, 13.350000, -406.558419
0.100000, 13.850000, -381.253210
0.100000, 14.350000, -379.955189
0.100000, 14.850000, -394.198573
0.100000, 15.350000, -443.460028
0.100000, 15.850000, -521.003993
0.100000, 16.350000, -531.430312
0.100000, 16.850000, -430.577498
0.100000, 17.350000, -325.016681
0.100000, 17.850000, -308.692295
0.100000, 18.350000, -327.195631
0.100000, 18.850000, -304.700701
0.100000, 19.350000, -272.302087
0.100000, 19.850000, -280.904990
0.100000, 20.350000, -297.588245
0.100000, 20.850000, -277.677316
0.100000, 21.350000, -265.851974
0.100000, 21.850000, -328.259089
0.100000, 22.350000, -414.000035
0.100000, 22.850000, -382.731717
0.100000, 23.350000, -188.702657
0.100000, 23.650000, -45.002819
0.100000, 23.900000, 53.180933
0.100000, 24.150000, 113.143516
0.100000, 24.400000, 130.538726
0.100000, 24.650000, 114.458533
0.100000, 24.900000, 83.648226
0.200000, 0.850000, -4.421656
0.200000, 1.100000, -295.527171
0.200000, 1.350000, -480.491659
0.200000, 1.600000, -549.101791
0.200000, 1.850000, -524.937958
0.200000, 2.100000, -454.469529
0.200000, 2.350000, -387.676982
0.200000, 2.600000, -358.841155
0.200000, 2.850000, -375.839097
0.200000, 3.350000, -467.317876
0.200000, 3.850000, -462.338918
0.200000, 4.350000, -320.075779
0.200000, 4.850000, -159.277764
0.200000, 5.350000, -71.903205
0.200000, 5.850000, -85.124095
0.200000, 6.350000, -196.714845
0.200000, 6.850000, -355.692090
0.200000, 7.350000, -477.977507
0.200000, 7.850000, -507.537022
0.200000, 8.350000, -444.211193
0.200000, 8.850000, -351.947668
0.200000, 9.350000, -324.837552
0.200000, 9.850000, -373.564618
0.200000, 10.350000, -387.467470
0.200000, 10.850000, -296.937832
0.200000, 11.350000, -211.092520
0.200000, 11.850000, -273.208872
0.200000, 12.350000, -436.111861
0.200000, 12.850000, -532.535659
0.200000, 13.350000, -520.457274
0.200000, 13.850000, -492.147987
0.200000, 14.350000, -495.473447
0.200000, 14.850000, -516.996535
0.200000, 15.350000, -572.626923
0.200000, 15.850000, -651.109153
0.200000, 16.350000, -654.475584
0.200000, 16.850000, -543.710969
0.200000, 17.350000, -435.673338
0.200000, 17.850000, -429.194585
0.200000, 18.350000, -463.322077
0.200000, 18.850000, -450.472531
0.200000, 19.350000, -417.529186
0.200000, 19.850000, -423.450968
0.200000, 20.350000, -444.356084
0.200000, 20.850000, -431.695114
0.200000, 21.350000, -416.708440
0.200000, 21.850000, -458.593007
0.200000, 22.350000, -512.207586
0.200000, 22.850000, -447.050658
0.200000, 23.350000, -223.445549
0.200000, 23.650000, -65.219108
0.200000, 23.900000, 42.980315
0.200000, 24.150000, 111.048785
0.200000, 24.400000, 134.762043
0.200000, 24.650000, 123.414103
0.200000, 24.900000, 95.957058
0.300000, 0.850000, 39.863511
0.300000, 1.100000, -287.913439
0.300000, 1.350000, -511.003915
0.300000, 1.600000, -613.439751
0.300000, 1.850000, -614.079557
0.300000, 2.100000, -556.881092
0.300000, 2.350000, -492.028522
0.300000, 2.600000, -456.415854
0.300000, 2.850000, -461.981514
0.300000, 3.350000, -532.764774
0.300000, 3.850000, -524.380257
0.300000, 4.350000, -393.005850
0.300000, 4.850000, -244.829411
0.300000, 5.350000, -164.739871
0.300000, 5.850000, -179.012414
0.300000, 6.350000, -285.031886
0.300000, 6.850000, -433.867039
0.300000, 7.350000, -549.328813
0.300000, 7.850000, -581.194066
0.300000, 8.350000, -524.076256
0.300000, 8.850000, -432.524487
0.300000, 9.350000, -400.622617
0.300000, 9.850000, -449.063174
0.300000, 10.350000, -475.484280
0.300000, 10.850000, -407.267523
0.300000, 11.350000, -340.213203
0.300000, 11.850000, -404.458114
0.300000, 12.350000, -551.674646
0.300000, 12.850000, -626.934479
0.300000, 13.350000, -602.071808
0.300000, 13.850000, -572.683321
0.300000, 14.350000, -581.103858
0.300000, 14.850000, -608.549959
0.300000, 15.350000, -667.963681
0.300000, 15.850000, -744.874946
0.300000, 16.350000, -740.201143
0.300000, 16.850000, -620.171028
0.300000, 17.350000, -510.343355
0.300000, 17.850000, -513.292673
0.300000, 18.350000, -562.176455
0.300000, 18.850000, -558.534673
0.300000, 19.350000, -524.704490
0.300000, 19.850000, -527.183777
0.300000, 20.350000, -551.544640
0.300000, 20.850000, -545.847271
0.300000, 21.350000, -527.531127
0.300000, 21.850000, -548.615784
0.300000, 22.350000, -571.013764
0.300000, 22.850000, -476.219982
0.300000, 23.350000, -231.139368
0.300000, 23.650000, -64.079452
0.300000, 23.900000, 49.744271
0.300000, 24.150000, 122.396426
0.300000, 24.400000, 150.086964
0.300000, 24.650000, 142.342738
0.300000, 24.900000, 118.074966
0.400000, 0.850000, 106.926717
0.400000, 1.100000, -253.919132
0.400000, 1.350000, -512.924984
0.400000, 1.600000, -648.452071
0.400000, 1.850000, -674.371039
0.400000, 2.100000, -631.619863
0.400000, 2.350000, -570.027726
0.400000, 2.600000, -528.685770
0.400000, 2.850000, -523.434195
0.400000, 3.350000, -573.956497
0.400000, 3.850000, -562.931827
0.400000, 4.350000, -443.809750
0.400000, 4.850000, -309.227100
0.400000, 5.350000, -236.608510
0.400000, 5.850000, -251.471374
0.400000, 6.350000, -350.557624
0.400000, 6.850000, -486.861865
0.400000, 7.350000, -592.875117
0.400000, 7.850000, -625.336774
0.400000, 8.350000, -574.027872
0.400000, 8.850000, -483.320258
0.400000, 9.350000, -446.002658
0.400000, 9.850000, -492.303737
0.400000, 10.350000, -529.073981
0.400000, 10.850000, -481.828989
0.400000, 11.350000, -433.011818
0.400000, 11.850000, -498.881990
0.400000, 12.350000, -630.136728
0.400000, 12.850000, -685.191514
0.400000, 13.350000, -649.768887
0.400000, 13.850000, -621.316450
0.400000, 14.350000, -635.185186
0.400000, 14.850000, -666.985007
0.400000, 15.350000, -727.465008
0.400000, 15.850000, -800.425337
0.400000, 16.350000, -787.139688
0.400000, 16.850000, -658.934359
0.400000, 17.350000, -548.128373
0.400000, 17.850000, -559.751414
0.400000, 18.350000, -621.960522
0.400000, 18.850000, -626.705940
0.400000, 19.350000, -591.609681
0.400000, 19.850000, -589.963790
0.400000, 20.350000, -616.917966
0.400000, 20.850000, -617.701078
0.400000, 21.350000, -595.975198
0.400000, 21.850000, -596.602689
0.400000, 22.350000, -589.728982
0.400000, 22.850000, -470.704181
0.400000, 23.350000, -213.236601
0.400000, 23.650000, -43.430512
0.400000, 23.900000, 71.465165
0.400000, 24.150000, 145.192793
0.400000, 24.400000, 174.706468
0.400000, 24.650000, 169.766859
0.400000, 24.900000, 148.942886
0.500000, 0.850000, 194.762925
0.500000, 1.100000, -194.856230
0.500000, 1.350000, -486.801567
0.500000, 1.600000, -653.984281
0.500000, 1.850000, -705.141447
0.500000, 2.100000, -677.754880
0.500000, 2.350000, -620.745138
0.500000, 2.600000, -574.925688
0.500000, 2.850000, -559.778264
0.500000, 3.350000, -590.972151
0.500000, 3.850000, -578.028353
0.500000, 4.350000, -472.023994
0.500000, 4.850000, -351.446000
0.500000, 5.350000, -286.141368
0.500000, 5.850000, -301.101664
0.500000, 6.350000, -392.155811
0.500000, 6.850000, -513.940307
0.500000, 7.350000, -608.137678
0.500000, 7.850000, -639.463901
0.500000, 8.350000, -593.452207
0.500000, 8.850000, -503.801930
0.500000, 9.350000, -460.733837
0.500000, 9.850000, -503.267515
0.500000, 10.350000, -548.117409
0.500000, 10.850000, -520.097033
0.500000, 11.350000, -488.555864
0.500000, 11.850000, -555.462083
0.500000, 12.350000, -670.757675
0.500000, 12.850000, -706.955799
0.500000, 13.350000, -663.426268
0.500000, 13.850000, -637.920643
0.500000, 14.350000, -657.441703
0.500000, 14.850000, -691.867187
0.500000, 15.350000, -750.680067
0.500000, 15.850000, -817.556147
0.500000, 16.350000, -795.555642
0.500000, 16.850000, -660.706886
0.500000, 17.350000, -549.848794
0.500000, 17.850000, -569.078433
0.500000, 18.350000, -642.664028
0.500000, 18.850000, -654.633732
0.500000, 19.350000, -617.895288
0.500000, 19.850000, -611.570365
0.500000, 20.350000, -640.207688
0.500000, 20.850000, -646.825562
0.500000, 21.350000, -621.718821
0.500000, 21.850000, -602.844381
0.500000, 22.350000, -569.580323
0.500000, 22.850000, -432.622530
0.500000, 23.350000, -172.418028
0.500000, 23.650000, -6.054349
0.500000, 23.900000, 105.433681
0.500000, 24.150000, 176.945360
0.500000, 24.400000, 206.472404
0.500000, 24.650000, 203.975068
0.500000, 24.900000, 187.328710
0.600000, 0.850000, 300.539840
0.600000, 1.100000, -113.004855
0.600000, 1.350000, -434.243550
0.600000, 1.600000, -630.988871
0.600000, 1.850000, -706.825604
0.600000, 2.100000, -695.430153
0.600000, 2.350000, -644.284440
0.600000, 2.600000, -595.406193
0.600000, 2.850000, -571.565812
0.600000, 3.350000, -584.843095
0.600000, 3.850000, -570.637927
0.600000, 4.350000, -478.081941
0.600000, 4.850000, -371.330411
0.600000, 5.350000, -312.837509
0.600000, 5.850000, -327.391629
0.600000, 6.350000, -409.628125
0.600000, 6.850000, -515.390225
0.600000, 7.350000, -595.765262
0.600000, 7.850000, -624.288227
0.600000, 8.350000, -583.002076
0.600000, 8.850000, -494.737604
0.600000, 9.350000, -445.925050
0.600000, 9.850000, -483.378891
0.600000, 10.350000, -534.051985
0.600000, 10.850000, -523.199883
0.600000, 11.350000, -507.620522
0.600000, 11.850000, -574.897449
0.600000, 12.350000, -674.479468
0.600000, 12.850000, -693.474078
0.600000, 13.350000, -644.402952
0.600000, 13.850000, -623.752974
0.600000, 14.350000, -648.954590
0.600000, 14.850000, -684.178588
0.600000, 15.350000, -738.690194
0.600000, 15.850000, -797.700568
0.600000, 16.350000, -767.386228
0.600000, 16.850000, -627.839758
0.600000, 17.350000, -517.950170
0.600000, 17.850000, -543.444250
0.600000, 18.350000, -626.012911
0.600000, 18.850000, -643.765328
0.600000, 19.350000, -605.058831
0.600000, 19.850000, -593.678221
0.600000, 20.350000, -623.093395
0.600000, 20.850000, -634.781838
0.600000, 21.350000, -606.452695
0.600000, 21.850000, -569.609917
0.600000, 22.350000, -513.624117
0.600000, 22.850000, -365.603152
0.600000, 23.350000, -112.400955
0.600000, 23.650000, 44.536284
0.600000, 23.900000, 148.442958
0.600000, 24.150000, 214.855256
0.600000, 24.400000, 243.066205
0.600000, 24.650000, 243.163226
0.600000, 24.900000, 231.934455
0.700000, 0.850000, 420.764791
0.700000, 1.100000, -11.463849
0.700000, 1.350000, -357.797182
0.700000, 1.600000, -581.420908
0.700000, 1.850000, -680.877077
0.700000, 2.100000, -685.786755
0.700000, 2.350000, -641.704947
0.700000, 2.600000, -591.309934
0.700000, 2.850000, -560.227187
0.700000, 3.350000, -557.449988
0.700000, 3.850000, -542.572417
0.700000, 4.350000, -463.254729
0.700000, 4.850000, -369.565489
0.700000, 5.350000, -317.053991
0.700000, 5.850000, -330.711107
0.700000, 6.350000, -403.692921
0.700000, 6.850000, -492.477584
0.700000, 7.350000, -557.469499
0.700000, 7.850000, -581.668150
0.700000, 8.350000, -544.530982
0.700000, 8.850000, -458.123684
0.700000, 9.350000, -403.944680
0.700000, 9.850000, -435.389021
0.700000, 10.350000, -489.743397
0.700000, 10.850000, -493.794368
0.700000, 11.350000, -492.574206
0.700000, 11.850000, -559.495325
0.700000, 12.350000, -643.813306
0.700000, 12.850000, -647.470762
0.700000, 13.350000, -595.416574
0.700000, 13.850000, -581.334876
0.700000, 14.350000, -612.048281
0.700000, 14.850000, -646.207467
0.700000, 15.350000, -693.992848
0.700000, 15.850000, -743.794700
0.700000, 16.350000, -706.079539
0.700000, 16.850000, -564.142363
0.700000, 17.350000, -456.306540
0.700000, 17.850000, -486.496988
0.700000, 18.350000, -575.308444
0.700000, 18.850000, -597.206846
0.700000, 19.350000, -556.307678
0.700000, 19.850000, -539.715097
0.700000, 20.350000, -569.060664
0.700000, 20.850000, -584.988116
0.700000, 21.350000, -553.742944
0.700000, 21.850000, -500.985319
0.700000, 22.350000, -426.543268
0.700000, 22.850000, -274.541239
0.700000, 23.350000, -37.680275
0.700000, 23.650000, 104.350784
0.700000, 23.900000, 197.025821
0.700000, 24.150000, 256.029810
0.700000, 24.400000, 282.179376
0.700000, 24.650000, 285.578235
0.700000, 24.900000, 281.502114
0.800000, 0.850000, 551.490490
0.800000, 1.100000, 106.045001
0.800000, 1.350000, -260.766547
0.800000, 1.600000, -508.079145
0.800000, 1.850000, -629.626178
0.800000, 2.100000, -650.831124
0.800000, 2.350000, -614.892216
0.800000, 2.600000, -564.597854
0.800000, 2.850000, -527.929470
0.800000, 3.350000, -511.371621
0.800000, 3.850000, -496.349694
0.800000, 4.350000, -429.544914
0.800000, 4.850000, -347.602775
0.800000, 5.350000, -299.951260
0.800000, 5.850000, -312.258946
0.800000, 6.350000, -375.915503
0.800000, 6.850000, -447.347612
0.800000, 7.350000, -495.901556
0.800000, 7.850000, -514.474932
0.800000, 8.350000, -480.958439
0.800000, 8.850000, -397.039991
0.800000, 9.350000, -338.251501
0.800000, 9.850000, -363.178031
0.800000, 10.350000, -419.268824
0.800000, 10.850000, -435.846019
0.800000, 11.350000, -447.165073
0.800000, 11.850000, -512.962511
0.800000, 12.350000, -582.630345
0.800000, 12.850000, -572.937785
0.800000, 13.350000, -520.337740
0.800000, 13.850000, -514.255430
0.800000, 14.350000, -550.101634
0.800000, 14.850000, -581.360090
0.800000, 15.350000, -620.302133
0.800000, 15.850000, -660.054618
0.800000, 16.350000, -616.342883
0.800000, 16.850000, -474.607402
0.800000, 17.350000, -369.936586
0.800000, 17.850000, -403.086890
0.800000, 18.350000, -495.170795
0.800000, 18.850000, -519.481750
0.800000, 19.350000, -476.317860
0.800000, 19.850000, -454.611936
0.800000, 20.350000, -483.147681
0.800000, 20.850000, -502.469686
0.800000, 21.350000, -468.777557
0.800000, 21.850000, -402.599378
0.800000, 22.350000, -314.344122
0.800000, 22.850000, -165.279728
0.800000, 23.350000, 46.777147
0.800000, 23.650000, 169.201191
0.800000, 23.900000, 247.705513
0.800000, 24.150000, 297.697248
0.800000, 24.400000, 321.688252
0.800000, 24.650000, 329.651836
0.800000, 24.900000, 334.908476
0.900000, 0.850000, 688.544396
0.900000, 1.100000, 235.403906
0.900000, 1.350000, -146.998002
0.900000, 1.600000, -414.406536
0.900000, 1.850000, -556.096196
0.900000, 2.100000, -593.262322
0.900000, 2.350000, -566.389388
0.900000, 2.600000, -517.838026
0.900000, 2.850000, -477.398908
0.900000, 3.350000, -449.697929
0.900000, 3.850000, -435.018425
0.900000, 4.350000, -379.541269
0.900000, 4.850000, -307.545922
0.900000, 5.350000, -263.397939
0.900000, 5.850000, -273.969235
0.900000, 6.350000, -328.596071
0.900000, 6.850000, -382.881174
0.900000, 7.350000, -414.479805
0.900000, 7.850000, -426.405886
0.900000, 8.350000, -396.077000
0.900000, 8.850000, -315.443858
0.900000, 9.350000, -253.162478
0.900000, 9.850000, -271.490844
0.900000, 10.350000, -327.628666
0.900000, 10.850000, -354.331951
0.900000, 11.350000, -376.226291
0.900000, 11.850000, -440.114858
0.900000, 12.350000, -495.873500
0.900000, 12.850000, -474.851223
0.900000, 13.350000, -423.917846
0.900000, 13.850000, -426.913504
0.900000, 14.350000, -467.299827
0.900000, 14.850000, -493.910880
0.900000, 15.350000, -522.282704
0.900000, 15.850000, -551.683252
0.900000, 16.350000, -503.821593
0.900000, 16.850000, -365.069912
0.900000, 17.350000, -264.655302
0.900000, 17.850000, -298.922921
0.900000, 18.350000, -391.207968
0.900000, 18.850000, -416.208571
0.900000, 19.350000, -370.908104
0.900000, 19.850000, -344.465175
0.900000, 20.350000, -371.600115
0.900000, 20.850000, -393.513098
0.900000, 21.350000, -358.015543
0.900000, 21.850000, -281.257068
0.900000, 22.350000, -183.975454
0.900000, 22.850000, -44.236813
0.900000, 23.350000, 135.860557
0.900000, 23.650000, 234.987587
0.900000, 23.900000, 297.239217
0.900000, 24.150000, 337.405444
0.900000, 24.400000, 359.808002
0.900000, 24.650000, 374.112668
0.900000, 24.900000, 391.240334
1.000000, 0.850000, 827.764563
1.000000, 1.100000, 372.339744
